full_name,road_geom,road_id,route_type,mtfcc_feature_class_code
I- 78,"LINESTRING (-74.007442 40.72165, -74.007302 40.721639, -74.00716 40.721641, -74.007019 40.721657, -74.006883 40.721685, -74.006815 40.721707, -74.006752 40.721736, -74.006696 40.721774, -74.006648 40.721816, -74.006586 40.721902, -74.006539 40.721997, -74.006509 40.722112, -74.0065 40.722199, -74.00651 40.722301, -74.006538 40.722399, -74.006583 40.722491, -74.007771 40.72337, -74.007938 40.723516, -74.008558 40.724004, -74.009341 40.72457, -74.01007 40.725044, -74.010943 40.725662, -74.01115 40.725777, -74.011583 40.726048, -74.011772 40.726094, -74.015195 40.726452, -74.021116 40.727421)",1105045755891,I,S1100
I- 86,"LINESTRING (-77.734257 42.332251, -77.73366 42.332902, -77.732782 42.333924, -77.731861 42.334869, -77.731172 42.33569, -77.730785 42.336163, -77.730214 42.336735, -77.72971 42.337369, -77.729024 42.33828, -77.728972 42.338349, -77.7286 42.338892, -77.728315 42.339289, -77.727409 42.340425, -77.72716 42.34075, -77.726054 42.342355, -77.725527 42.343043, -77.725235 42.343475, -77.72462 42.344265, -77.724543 42.344367, -77.723706 42.345486, -77.723018 42.346386, -77.722749 42.346708, -77.722362 42.347171, -77.722252 42.347303, -77.720985 42.348648, -77.720326 42.349303, -77.71947 42.3501, -77.718628 42.350812, -77.717487 42.351737, -77.716786 42.352288, -77.715991 42.352847, -77.714682 42.353744, -77.713796 42.35431, -77.711573 42.355779, -77.704875 42.360176, -77.703138 42.361315, -77.701069 42.362679, -77.700635 42.362961, -77.699996 42.363351, -77.699832 42.36345, -77.699211 42.363788, -77.69906 42.363867, -77.698716 42.364048, -77.697633 42.364557, -77.696768 42.364911, -77.695662 42.365318, -77.695062 42.365513, -77.694127 42.365785, -77.69326 42.366004, -77.692538 42.366167, -77.691687 42.366324, -77.690418 42.366515, -77.689591 42.366605, -77.687769 42.366748, -77.687362 42.366777, -77.687095 42.366796, -77.685236 42.366939, -77.684247 42.367067, -77.68392 42.367115, -77.683392 42.367209, -77.682787 42.367341, -77.682522 42.367408, -77.682383 42.367443, -77.682332 42.367458, -77.68161 42.367662, -77.68123 42.367782, -77.680627 42.368013, -77.679794 42.368358, -77.678811 42.368839, -77.678342 42.369103, -77.678024 42.369294, -77.677628 42.369549, -77.677285 42.369794, -77.677089 42.369941, -77.676967 42.370048, -77.676815 42.370166, -77.676778 42.370195, -77.676209 42.370639, -77.675998 42.370813, -77.675463 42.371283, -77.672876 42.373557, -77.671691 42.37461, -77.671308 42.374944, -77.670965 42.37523, -77.67065 42.375493, -77.66939 42.376614, -77.66888 42.377026, -77.66851 42.377299, -77.668048 42.37761, -77.667804 42.377756, -77.667739 42.377795, -77.667065 42.378166, -77.666452 42.378464, -77.665611 42.378808, -77.665156 42.378968, -77.664552 42.379166, -77.663711 42.379395, -77.663456 42.379455, -77.662948 42.379554, -77.662275 42.379669, -77.66182 42.379732, -77.661105 42.379793, -77.660612 42.379824, -77.659912 42.379845, -77.659293 42.379839, -77.658342 42.379784, -77.657672 42.37971, -77.656827 42.379582, -77.656507 42.379519, -77.655496 42.37928, -77.654868 42.379101, -77.654186 42.378893, -77.652836 42.378483, -77.649075 42.377336, -77.644004 42.375807, -77.643092 42.375554, -77.642386 42.375382, -77.641501 42.375199, -77.640365 42.374988, -77.639943 42.374918, -77.636315 42.374323, -77.636097 42.374287, -77.635257 42.374132, -77.634018 42.373849, -77.633252 42.373638, -77.632229 42.373329, -77.631702 42.373152, -77.630765 42.372805, -77.629221 42.372221, -77.628815 42.372068, -77.627657 42.371635, -77.62761 42.371618, -77.626824 42.371325, -77.626419 42.371176, -77.62589 42.370982, -77.624764 42.370549, -77.621732 42.369432, -77.620967 42.369165, -77.620232 42.368942, -77.619443 42.368734, -77.618524 42.368512, -77.618071 42.368411, -77.617101 42.368228, -77.615725 42.36802, -77.61536 42.367975, -77.614665 42.367914, -77.614438 42.367893, -77.612669 42.367795, -77.607807 42.367547, -77.60424 42.367376, -77.60349 42.367336, -77.602051 42.367273, -77.598249 42.367076, -77.59634 42.366985, -77.594875 42.366977, -77.593753 42.367022, -77.592296 42.367151, -77.591149 42.367298, -77.589993 42.3675, -77.589247 42.367655, -77.588455 42.36784, -77.587285 42.368157, -77.580005 42.370184, -77.5781 42.370706, -77.576692 42.371047, -77.576137 42.37116, -77.575186 42.371357, -77.574153 42.371548, -77.571954 42.371934, -77.571442 42.372029, -77.570763 42.372143, -77.566696 42.372857, -77.56374 42.373386, -77.561484 42.373774, -77.561081 42.373854, -77.559916 42.374136, -77.558887 42.374429, -77.558406 42.374579, -77.557826 42.374777, -77.557601 42.374849, -77.557194 42.375003, -77.556329 42.375363, -77.553836 42.376457, -77.551825 42.377358, -77.550901 42.377759, -77.548383 42.378884, -77.546856 42.379566, -77.546631 42.379655, -77.546029 42.379917, -77.545335 42.380176, -77.544439 42.380459, -77.5433 42.380761, -77.542892 42.380845, -77.541705 42.381039, -77.541008 42.381118, -77.540288 42.38118, -77.539753 42.381199, -77.538837 42.381212, -77.538296 42.381201, -77.537435 42.381145, -77.536606 42.381057, -77.53598 42.380971, -77.535269 42.380848, -77.534752 42.380734, -77.534147 42.380587, -77.53368 42.380458, -77.533652 42.38045, -77.533189 42.380314, -77.532442 42.380053, -77.531796 42.3798, -77.531373 42.379615, -77.530709 42.379295, -77.530259 42.379057, -77.529686 42.378722, -77.529107 42.378359, -77.528816 42.378159, -77.528143 42.377642, -77.527591 42.377178, -77.526957 42.376556, -77.52666 42.376225, -77.52641 42.375934, -77.525648 42.374974, -77.524396 42.373358, -77.522886 42.37145, -77.522411 42.370868, -77.522272 42.370714, -77.521812 42.370254, -77.521369 42.369877, -77.52064 42.369325, -77.519797 42.368802, -77.518886 42.368346, -77.518182 42.368046, -77.517658 42.367862, -77.517014 42.367667, -77.516386 42.367494, -77.515939 42.367394, -77.515198 42.367269, -77.514375 42.367147, -77.514128 42.36711, -77.512867 42.366925, -77.509586 42.366417, -77.508818 42.366302, -77.507755 42.366142, -77.505515 42.365795, -77.504786 42.365659, -77.504305 42.365548, -77.503939 42.365455, -77.503163 42.365253, -77.502349 42.365024, -77.50144 42.364739, -77.500537 42.364423, -77.498851 42.363841, -77.498484 42.363706, -77.497669 42.36344, -77.497169 42.363289, -77.496631 42.363147, -77.495898 42.362969, -77.495042 42.362791, -77.494122 42.362631, -77.493257 42.362513, -77.492631 42.362451, -77.491519 42.36238, -77.49125 42.362371, -77.490305 42.362356, -77.489495 42.362364, -77.488803 42.362403, -77.487903 42.362479, -77.487273 42.36255, -77.485837 42.362771, -77.481456 42.363689, -77.480637 42.363849, -77.480037 42.363934, -77.479485 42.364002, -77.47885 42.364054, -77.478222 42.364097, -77.477393 42.364112, -77.476468 42.364092, -77.4757 42.364044, -77.474899 42.363965, -77.473871 42.363815, -77.471877 42.363529, -77.469303 42.363148, -77.46877 42.363079, -77.467506 42.362971, -77.466521 42.362916, -77.465016 42.362895, -77.463627 42.362939, -77.462355 42.36304, -77.46175 42.363096, -77.46036 42.363292, -77.459713 42.363406, -77.459508 42.363447, -77.458857 42.363575, -77.458311 42.363691, -77.458184 42.363718, -77.456769 42.364097, -77.456069 42.364325, -77.455542 42.364484, -77.453693 42.365107, -77.453129 42.365306, -77.449409 42.366557, -77.445412 42.367914, -77.443551 42.368529, -77.442613 42.36886, -77.442045 42.369045, -77.441624 42.369183, -77.441024 42.369395, -77.440031 42.369727, -77.439454 42.369934, -77.436218 42.371016, -77.435978 42.3711, -77.435899 42.371136, -77.435488 42.371271, -77.434042 42.37177, -77.433158 42.372102, -77.432525 42.372354, -77.431797 42.372664, -77.430999 42.373022, -77.42943 42.373785, -77.428906 42.37407, -77.428128 42.374476, -77.426868 42.375138, -77.425289 42.375951, -77.42098 42.378187, -77.419813 42.378815, -77.419515 42.378983, -77.418999 42.379291, -77.418426 42.379652, -77.417579 42.380243, -77.417107 42.380592, -77.416915 42.380735, -77.416325 42.38123, -77.415774 42.381723, -77.415297 42.382188, -77.414836 42.382673, -77.413004 42.384648, -77.412627 42.385053, -77.412133 42.385527, -77.41157 42.385986, -77.411173 42.386278, -77.410884 42.386466, -77.410035 42.38697, -77.409275 42.387332, -77.408687 42.387573, -77.408406 42.387681, -77.407652 42.38793, -77.406869 42.388127, -77.406324 42.388251, -77.405605 42.388365, -77.404604 42.388464, -77.403057 42.388559, -77.401962 42.388626, -77.400418 42.388711, -77.400025 42.388739, -77.399602 42.388765, -77.399028 42.388791, -77.397587 42.388877, -77.395351 42.388998, -77.394958 42.38902, -77.394651 42.389039, -77.393824 42.389086, -77.391157 42.389244, -77.390698 42.389274, -77.39043 42.389292, -77.39027 42.3893, -77.388693 42.389369, -77.388563 42.389368, -77.38813 42.389361, -77.387764 42.389342, -77.38706 42.389281, -77.386757 42.389238, -77.386261 42.389148, -77.385829 42.389065, -77.385449 42.388991, -77.384842 42.388838, -77.384053 42.388577, -77.383537 42.38838, -77.383292 42.388276, -77.383016 42.388191, -77.382128 42.387804, -77.380452 42.387033, -77.379048 42.386392, -77.376877 42.385408, -77.374889 42.38451, -77.372673 42.3835, -77.371179 42.382804, -77.368672 42.381666, -77.367361 42.381078, -77.366486 42.380676, -77.365905 42.3804, -77.365219 42.380064, -77.364292 42.379582, -77.363397 42.379085, -77.362635 42.378629, -77.362365 42.378461, -77.362076 42.378281, -77.361054 42.377622, -77.360432 42.377191, -77.359002 42.376132, -77.358683 42.375865, -77.358173 42.375425, -77.358129 42.375386, -77.356919 42.374324, -77.356411 42.373842, -77.356297 42.373734, -77.355252 42.372632, -77.355054 42.372406, -77.354419 42.371677, -77.353639 42.37069, -77.352952 42.369719, -77.352334 42.368782, -77.351789 42.367877, -77.351571 42.367468, -77.351291 42.366944, -77.350846 42.366011, -77.350703 42.365677, -77.350448 42.365078, -77.350095 42.364157, -77.34979 42.363116, -77.349513 42.362117, -77.348889 42.359607, -77.348741 42.359003, -77.348296 42.357559, -77.348011 42.356737, -77.347939 42.356464, -77.347728 42.355912, -77.347269 42.354867, -77.346679 42.353702, -77.346214 42.352833, -77.346148 42.352714, -77.345801 42.352094, -77.345393 42.351469, -77.342068 42.34648, -77.341827 42.346118, -77.340247 42.343753, -77.33992 42.343236, -77.339647 42.342788, -77.339285 42.342305, -77.338785 42.341562, -77.33822 42.340708, -77.337973 42.340349, -77.337636 42.33986, -77.337264 42.339286, -77.337067 42.339003, -77.336637 42.338391, -77.336172 42.337844, -77.33583 42.337506, -77.335408 42.33713, -77.334904 42.336732, -77.334427 42.336404, -77.333912 42.336091, -77.333727 42.335985, -77.333277 42.335756, -77.332338 42.335339, -77.329956 42.334319, -77.326341 42.332759, -77.324756 42.332079, -77.323383 42.331491, -77.321343 42.330609, -77.320118 42.330087, -77.318996 42.329608, -77.316614 42.328571, -77.315601 42.328105, -77.314246 42.327397, -77.313245 42.326892, -77.312992 42.326782, -77.312732 42.326681, -77.312042 42.326448, -77.311796 42.326383, -77.31139 42.326291, -77.310947 42.326216, -77.310432 42.326149, -77.30913 42.326039, -77.308331 42.325968, -77.307545 42.325887, -77.307029 42.325804, -77.306594 42.325708, -77.306014 42.325552, -77.305424 42.325343, -77.304924 42.325123, -77.304896 42.32511, -77.30423 42.324799, -77.304171 42.324772, -77.303292 42.32436, -77.302872 42.324162, -77.299927 42.322773, -77.296542 42.321168, -77.289517 42.317868, -77.288556 42.317431, -77.287836 42.317146, -77.287199 42.316914, -77.286374 42.316638, -77.285215 42.316293, -77.284218 42.316051, -77.282758 42.31577, -77.282077 42.315648, -77.281119 42.315476, -77.275521 42.314489, -77.273766 42.314186, -77.273046 42.314058, -77.272245 42.313931, -77.271689 42.313864, -77.271235 42.313825, -77.270796 42.313798, -77.270174 42.313777, -77.268942 42.313777, -77.267984 42.313803, -77.267298 42.313825, -77.260552 42.313987, -77.259726 42.314001, -77.25942 42.313995, -77.258792 42.313964, -77.258099 42.313883, -77.257749 42.313825, -77.257085 42.313696, -77.256669 42.31359, -77.256278 42.313484, -77.255721 42.31329, -77.255125 42.313049, -77.254715 42.312851, -77.254513 42.312742, -77.254277 42.312621, -77.25403 42.312486, -77.253313 42.31203, -77.25302 42.311809, -77.252544 42.311422, -77.252121 42.311015, -77.251873 42.310737, -77.251633 42.310447, -77.250054 42.308299, -77.248527 42.306182, -77.248215 42.305753, -77.246702 42.303655, -77.2461 42.302882, -77.245789 42.302524, -77.245504 42.302237, -77.244748 42.301546, -77.244422 42.301286, -77.243812 42.300841, -77.24269 42.300098, -77.239008 42.297669, -77.236548 42.296051, -77.235867 42.29562, -77.235276 42.295273, -77.234419 42.294816, -77.233736 42.294483, -77.233109 42.294208, -77.232064 42.293786, -77.231007 42.293409, -77.229929 42.293039, -77.22776 42.292289, -77.22737 42.292139, -77.227132 42.292024, -77.226632 42.291762, -77.226291 42.291548, -77.226045 42.29139, -77.225657 42.291089, -77.225314 42.290788, -77.225075 42.290543, -77.2249 42.290327, -77.224641 42.289978, -77.224592 42.289911, -77.224398 42.289587, -77.224327 42.289456, -77.224147 42.289014, -77.223995 42.288548, -77.223967 42.288436, -77.223923 42.288174, -77.223891 42.287865, -77.223883 42.287535, -77.223939 42.286796, -77.22409 42.285371, -77.224216 42.283958, -77.224351 42.282678, -77.224737 42.278824, -77.224864 42.277483, -77.224878 42.277046, -77.224861 42.276553, -77.22483 42.276204, -77.224754 42.275668, -77.224708 42.275435, -77.224544 42.274788, -77.224364 42.27425, -77.224172 42.273767, -77.223942 42.273297, -77.223675 42.272819, -77.223414 42.27241, -77.223402 42.272391, -77.223156 42.272034, -77.222767 42.271546, -77.222053 42.270695, -77.221034 42.269487, -77.218281 42.266251, -77.215825 42.263343, -77.209984 42.25645, -77.208988 42.255318, -77.205995 42.2521, -77.205555 42.251616, -77.201961 42.247746, -77.200899 42.246598, -77.20063 42.246307, -77.20001 42.245638, -77.199103 42.24467, -77.198218 42.243645, -77.197831 42.243128, -77.197578 42.242805, -77.197155 42.242274, -77.195771 42.240208, -77.193994 42.237586, -77.192391 42.235222, -77.191683 42.234247, -77.19126 42.23372, -77.190921 42.23331, -77.190491 42.232819, -77.190063 42.232349, -77.188983 42.231272, -77.188622 42.230906, -77.188255 42.230553, -77.186257 42.228584, -77.185799 42.228118, -77.184507 42.226831, -77.183636 42.225964, -77.181936 42.224283, -77.181338 42.223652, -77.180744 42.222942, -77.180638 42.222807, -77.180237 42.222271, -77.179832 42.221662, -77.179653 42.221368, -77.179285 42.220723, -77.179128 42.220421, -77.178807 42.219728, -77.177684 42.217065, -77.177396 42.216453, -77.177228 42.216132, -77.176838 42.215444, -77.176598 42.215054, -77.176331 42.214671, -77.176025 42.214256, -77.175613 42.213724, -77.174086 42.211928, -77.171276 42.208647, -77.170434 42.207648, -77.170122 42.207292, -77.169904 42.207043, -77.168363 42.205238, -77.163497 42.19954, -77.163023 42.198947, -77.162753 42.198575, -77.162519 42.198207, -77.162195 42.197624, -77.162069 42.197369, -77.161932 42.197063, -77.161704 42.196469, -77.161655 42.196327, -77.161433 42.195576, -77.161079 42.194213, -77.160434 42.191795, -77.160262 42.191085, -77.160073 42.190662, -77.159928 42.190354, -77.159898 42.190298, -77.15989 42.190283, -77.15961 42.189842, -77.1593 42.189434, -77.158997 42.189106, -77.158556 42.188705, -77.158078 42.188355, -77.157805 42.188173, -77.157705 42.188117, -77.157389 42.18794, -77.157061 42.187772, -77.156769 42.187634, -77.156464 42.187507, -77.156253 42.187428, -77.155907 42.187315, -77.155325 42.187143, -77.154778 42.187024, -77.154403 42.186978, -77.153774 42.18691, -77.153285 42.186872, -77.146345 42.186393, -77.142412 42.18612, -77.141713 42.18607, -77.138963 42.185877, -77.138124 42.185803, -77.135686 42.185644, -77.134803 42.185543, -77.134063 42.185427, -77.133469 42.185316, -77.132716 42.18514, -77.13188 42.184901, -77.131146 42.184652, -77.130641 42.18446, -77.129729 42.184094, -77.120272 42.180294, -77.117972 42.179372, -77.109898 42.176129, -77.109373 42.17592, -77.109009 42.175765, -77.108603 42.175593, -77.108168 42.175379, -77.107587 42.175041, -77.10712 42.174702, -77.106835 42.174459, -77.106496 42.174126, -77.106219 42.173811, -77.106162 42.173732, -77.10588 42.173334, -77.105698 42.173016, -77.105501 42.172593, -77.10543 42.172411, -77.105067 42.171278, -77.10483 42.170516, -77.104352 42.169041, -77.104189 42.168477, -77.10418 42.168449, -77.104153 42.168363, -77.104105 42.168198, -77.103282 42.165595, -77.103 42.164697, -77.102679 42.163694, -77.102606 42.163468, -77.102437 42.163018, -77.10229 42.162651, -77.10209 42.162228, -77.101956 42.16196, -77.101743 42.161582, -77.101295 42.160892, -77.10105 42.160553, -77.100632 42.160026, -77.100482 42.159841, -77.100202 42.159531, -77.100135 42.159456, -77.099965 42.159261, -77.099178 42.158518, -77.098913 42.158294, -77.098538 42.157983, -77.09798 42.157567, -77.097571 42.157284, -77.097315 42.157112, -77.096601 42.156661, -77.096433 42.156571, -77.096409 42.156558, -77.095898 42.156275, -77.095851 42.156252, -77.095791 42.156223, -77.09537 42.156018, -77.09514 42.155907, -77.094828 42.155772, -77.094715 42.155721, -77.094616 42.155676, -77.094351 42.155552, -77.094324 42.15554, -77.094269 42.155516, -77.09416 42.155472, -77.09405 42.155433, -77.093945 42.155395, -77.093379 42.155192, -77.092515 42.154919, -77.092285 42.154851, -77.09146 42.154626, -77.090897 42.154473, -77.090638 42.154398, -77.090054 42.1542, -77.089597 42.154044, -77.08946 42.153997, -77.089395 42.153975, -77.088652 42.153708, -77.087973 42.153469, -77.08774 42.153387, -77.087344 42.153254, -77.086779 42.153088, -77.086376 42.15302, -77.086064 42.152965, -77.085786 42.152922, -77.085553 42.152903, -77.085248 42.152878, -77.084933 42.152866, -77.08489 42.152864, -77.084673 42.152863, -77.084468 42.152863, -77.084171 42.152878, -77.083898 42.152909, -77.083603 42.152949, -77.083257 42.153006, -77.083002 42.15306, -77.082441 42.153212, -77.082204 42.153292, -77.082057 42.153351, -77.081882 42.153418, -77.081542 42.153562, -77.081063 42.15381, -77.080788 42.15397, -77.080617 42.154085, -77.080207 42.15436, -77.08 42.154514, -77.079732 42.154729, -77.079524 42.154907, -77.079164 42.15525, -77.079123 42.155292, -77.078432 42.155994, -77.07824 42.156189, -77.077861 42.156577, -77.077654 42.156789, -77.077565 42.15688, -77.077269 42.157181, -77.07722 42.157231, -77.075712 42.158773, -77.075546 42.158938, -77.075414 42.159065, -77.074825 42.159601, -77.07453 42.159843, -77.074023 42.160239, -77.073317 42.160731, -77.073172 42.160826, -77.07249 42.161246, -77.071662 42.161693, -77.070986 42.16202, -77.070536 42.162217, -77.070261 42.162333, -77.069916 42.162471, -77.069366 42.16267, -77.069109 42.162755, -77.068638 42.162901, -77.067988 42.163053, -77.067486 42.163158, -77.066803 42.163268, -77.066151 42.16335, -77.06545 42.163404, -77.064977 42.163419, -77.064283 42.163423, -77.06356 42.163386, -77.063104 42.163344, -77.062318 42.163231, -77.061974 42.163166, -77.06153 42.163068, -77.06112 42.162966, -77.060724 42.162854, -77.060371 42.162732, -77.06018 42.162658, -77.060042 42.162605, -77.059488 42.162355, -77.059066 42.162124, -77.058638 42.161856, -77.058313 42.161617, -77.058086 42.161436, -77.057837 42.161213, -77.057562 42.160937, -77.057498 42.160864, -77.057408 42.160769, -77.057102 42.160368, -77.056971 42.160169, -77.056799 42.159866, -77.056743 42.159768, -77.056656 42.159597, -77.056455 42.159068, -77.056137 42.158008, -77.056016 42.157675, -77.055953 42.157525, -77.055928 42.157471, -77.055905 42.157414, -77.055857 42.15732, -77.055678 42.156974, -77.055602 42.156847, -77.055574 42.156801, -77.055394 42.156525, -77.055179 42.156253, -77.054781 42.155836, -77.054561 42.155646, -77.054289 42.155428, -77.054171 42.155348, -77.054008 42.155246, -77.053911 42.155184, -77.053766 42.155093, -77.05359 42.154996, -77.053232 42.15482, -77.053078 42.154751, -77.052898 42.154676, -77.052777 42.154632, -77.052671 42.154594, -77.052437 42.15451, -77.052354 42.15448, -77.052095 42.154396, -77.04701 42.152817, -77.04635 42.152607, -77.045457 42.152322, -77.04495 42.152168, -77.04413 42.151832, -77.043153 42.151401, -77.042716 42.151191, -77.042255 42.15096, -77.04178 42.15067, -77.041329 42.150416, -77.040571 42.149943, -77.040078 42.149608, -77.039717 42.149335, -77.039255 42.14898, -77.039018 42.148788, -77.038718 42.148534, -77.038516 42.148349, -77.038097 42.147966, -77.037707 42.147569, -77.037374 42.147207, -77.037175 42.146977, -77.036923 42.146683, -77.036623 42.146319, -77.036404 42.146041, -77.036235 42.145803, -77.035989 42.14542, -77.035814 42.145159, -77.035465 42.144621, -77.035286 42.144331, -77.035085 42.144017, -77.034871 42.143693, -77.034668 42.143358, -77.034332 42.142845, -77.034031 42.14238, -77.033607 42.141697, -77.033288 42.141152, -77.032561 42.13999, -77.032222 42.139437, -77.031968 42.138967, -77.031215 42.137708, -77.03055 42.136642, -77.030521 42.136596, -77.030489 42.136545, -77.030276 42.136213, -77.029114 42.134477, -77.028462 42.133535, -77.027701 42.132368, -77.026771 42.130906, -77.025679 42.129179, -77.02542 42.128772, -77.024212 42.126877, -77.023934 42.126497, -77.02353 42.125999, -77.023389 42.125835, -77.022929 42.125356, -77.022554 42.125003, -77.022121 42.124644, -77.021716 42.124327, -77.021509 42.124176, -77.021334 42.124052, -77.020583 42.123568, -77.020188 42.123334, -77.019847 42.123116, -77.018616 42.122362, -77.018062 42.122007, -77.016362 42.12096, -77.014636 42.119928, -77.013977 42.119592, -77.013557 42.119407, -77.01281 42.119123, -77.012579 42.119042, -77.012139 42.11891, -77.011525 42.118755, -77.010854 42.118615, -77.009651 42.11844, -77.008704 42.118386, -77.007962 42.118391, -77.007 42.118445, -77.006605 42.118487, -77.006306 42.118534, -77.005493 42.118674, -77.004096 42.119018, -77.004004 42.119042, -77.00167 42.119638, -77.000003 42.12007, -76.999304 42.120243, -76.992956 42.121909, -76.992192 42.122161, -76.991794 42.122313, -76.991472 42.122451, -76.991141 42.122604, -76.990522 42.122915, -76.989546 42.123421, -76.988888 42.123776, -76.987959 42.124265, -76.98758 42.124461, -76.986674 42.124922, -76.986229 42.125127, -76.986071 42.1252, -76.985584 42.125421, -76.984914 42.1257, -76.984383 42.125913, -76.98356 42.126212, -76.982816 42.126474, -76.982406 42.126619, -76.982026 42.126753, -76.981758 42.126852, -76.981328 42.127007, -76.980948 42.127141, -76.980211 42.127401, -76.978364 42.128066, -76.976618 42.128665, -76.97608 42.128849, -76.975341 42.129133, -76.974484 42.129532, -76.973565 42.13002, -76.972709 42.130557, -76.971739 42.131249, -76.970956 42.131807, -76.970426 42.132166, -76.970214 42.132298, -76.969759 42.132566, -76.969358 42.132787, -76.968755 42.133087, -76.96831 42.133289, -76.967958 42.133437, -76.967475 42.133624, -76.966562 42.133931, -76.965919 42.134117, -76.965853 42.134135)",110169262928,I,S1100
